Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;9;Championat de France;Domicile;Victoire;Angers;;Starter;A. Risacher;18;31;0,52;31,52;5;5;1,00;3;3;1,00;2;2;1,00;4;4;1,00;;;;;;;;16;0;3;3;2;1;1;0;0;1;2;11;21;10;A. Risacher
24-25;9;Championat de France;Domicile;Victoire;Angers;;Starter;D. Malonga;25;9;0,15;9,15;8;16;0,50;7;14;0,50;1;2;0,50;0;0;;;;;;;;;17;3;6;9;1;2;0;2;1;3;1;10;19;14;D. Malonga
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;D. Harris;24;9;0,15;9,15;2;8;0,25;2;7;0,29;0;1;0,00;3;4;0,75;;;;;;;;7;0;0;0;1;2;1;0;0;1;6;13;0;1;D. Harris
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;J. Mouyokolo;2;6;0,1;6,1;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;J. Mouyokolo
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;K. Elenga;14;51;0,85;51,85;4;4;1,00;2;2;1,00;2;2;1,00;0;0;;;;;;;;;10;0;3;3;0;0;0;1;0;1;0;9;14;18;K. Elenga
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;T. Cleante;11;31;0,52;31,52;0;2;0,00;0;0;;0;2;0,00;0;0;;;;;;;;;0;0;0;0;2;2;0;0;0;0;0;-5;-2;19;T. Cleante
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;N. Durand;0;5;0,08;5,08;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;22;N. Durand
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;S. Lucet;7;7;0,12;7,12;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;2;2;1;0;0;0;0;1;1;-2;3;38;S. Lucet
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;9;Championat de France;Domicile;Victoire;Angers;;Banc;TOTAUX EQUIPE;;;;;32;63;0,51;22;44;0,50;10;19;0,53;10;14;0,71;18;38;4;6;17;21;11;84;6;24;30;22;13;7;3;2;11;17;0;98;0;TOTAUX EQUIPE
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Starter;D. Harris;22;3;0,05;3,05;4;8;0,50;2;4;0,50;2;4;0,50;3;3;1,00;;;;;;;;13;1;4;5;1;4;1;0;0;1;4;3;12;1;D. Harris
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Starter;J. Wojta;26;16;0,27;16,27;3;6;0,50;1;2;0,50;2;4;0,50;0;0;;;;;;;;;8;1;4;5;0;2;2;0;0;1;0;-21;10;2;J. Wojta
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Starter;J. Jocyte;17;51;0,85;51,85;3;6;0,50;1;3;0,33;2;3;0,67;0;0;;;;;;;;;8;0;2;2;1;1;0;0;0;1;1;-20;7;4;J. Jocyte
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Starter;F. Pasa;27;14;0,23;14,23;1;6;0,17;0;4;0,00;1;2;0,50;0;0;;;;;;;;;3;0;1;1;4;3;0;0;1;3;1;-7;0;8;F. Pasa
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Starter;D. Malonga;26;34;0,57;34,57;3;10;0,30;2;9;0,22;1;1;1,00;3;4;0,75;;;;;;;;10;2;4;6;3;2;2;2;1;1;3;-14;13;14;D. Malonga
24-25;10;Championat de France;Exterieur;Defaite;Charnay;Capitaine;Banc;L. Quevedo Canizares(C);26;10;0,17;10,17;3;7;0,43;2;4;0,50;1;3;0,33;1;2;0,50;;;;;;;;8;0;3;3;1;3;1;0;1;1;2;-32;5;9;L. Quevedo Canizares(C)
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Banc;A. Risacher;13;56;0,93;56,93;1;2;0,50;1;2;0,50;0;0;;0;1;0,00;;;;;;;;2;0;0;0;1;2;0;0;0;1;1;3;-1;10;A. Risacher
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Banc;K. Elenga;13;26;0,43;26,43;1;3;0,33;0;1;0,00;1;2;0,50;0;0;;;;;;;;;3;1;4;5;0;2;0;0;0;1;0;-9;4;18;K. Elenga
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Banc;T. Cleante;12;46;0,77;46,77;1;2;0,50;1;1;1,00;0;1;0,00;0;0;;;;;;;;;2;0;1;1;3;0;0;0;0;0;1;-16;5;19;T. Cleante
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Banc;S. Lucet;13;44;0,73;44,73;0;2;0,00;0;0;;0;2;0,00;0;0;;;;;;;;;0;1;1;2;2;3;1;0;0;2;0;-2;0;38;S. Lucet
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;1;0;3;0;0;0;0;0;0;0;0;Team / Coach
24-25;10;Championat de France;Exterieur;Defaite;Charnay;;Banc;TOTAUX EQUIPE;;;;;20;52;0,38;10;30;0,33;10;22;0,45;7;10;0,70;20;16;3;2;15;6;8;57;7;24;31;16;25;7;2;3;12;13;0;53;0;TOTAUX EQUIPE
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Starter;J. Wojta;30;3;0,05;3,05;3;8;0,38;1;4;0,25;2;4;0,50;3;4;0,75;;;;;;;;11;1;8;9;3;0;1;1;0;2;5;8;19;2;J. Wojta
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Starter;J. Jocyte;34;29;0,48;29,48;5;14;0,36;3;6;0,50;2;8;0,25;0;0;;;;;;;;;12;0;9;9;4;2;1;1;0;3;1;1;16;4;J. Jocyte
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Starter;F. Pasa;18;55;0,92;55,92;3;6;0,50;2;3;0,67;1;3;0,33;3;3;1,00;;;;;;;;10;0;2;2;2;6;0;0;0;5;3;4;5;8;F. Pasa
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;Capitaine;Starter;L. Quevedo Canizares(C);18;41;0,68;41,68;1;6;0,17;0;2;0,00;1;4;0,25;4;4;1,00;;;;;;;;7;1;1;2;0;0;2;0;0;1;4;4;6;9;L. Quevedo Canizares(C)
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Starter;D. Malonga;33;53;0,88;53,88;5;11;0,45;5;10;0,50;0;1;0,00;2;3;0,67;;;;;;;;12;2;11;13;4;2;0;1;0;3;2;1;21;14;D. Malonga
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Banc;D. Harris;32;12;0,2;12,2;3;6;0,50;2;4;0,50;1;2;0,50;3;4;0,75;;;;;;;;10;1;3;4;4;3;0;0;0;3;6;0;11;1;D. Harris
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Banc;A. Risacher;7;3;0,05;3,05;2;4;0,50;1;1;1,00;1;3;0,33;0;0;;;;;;;;;5;0;2;2;1;0;0;0;0;1;0;1;6;10;A. Risacher
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Banc;K. Elenga;6;7;0,12;7,12;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;4;0;18;K. Elenga
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Banc;T. Cleante;8;0;0;0;1;2;0,50;0;0;;1;2;0,50;0;0;;;;;;;;;3;0;0;0;2;1;0;0;0;0;1;5;3;19;T. Cleante
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Banc;S. Lucet;9;7;0,12;7,12;3;3;1,00;0;0;;3;3;1,00;0;0;;;;;;;;;9;0;1;1;1;2;0;0;0;0;0;-3;9;38;S. Lucet
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;11;Championat de France;Exterieur;Victoire;Charleville-Mézières;;Banc;TOTAUX EQUIPE;;;;;26;60;0,43;14;30;0,47;12;30;0,40;15;18;0,83;17;24;8;8;27;14;8;79;6;39;45;21;17;4;3;0;18;22;0;98;0;TOTAUX EQUIPE
24-25;12;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;J. Wojta;17;3;0,05;3,05;1;3;0,33;1;2;0,50;0;1;0,00;0;0;;;;;;;;;2;1;4;5;2;3;0;0;0;2;1;-8;4;2;J. Wojta
24-25;12;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;J. Jocyte;30;42;0,7;42,7;5;15;0,33;4;13;0,31;1;2;0,50;0;0;;;;;;;;;11;1;5;6;4;3;2;0;1;2;0;3;10;4;J. Jocyte
24-25;12;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;F. Pasa;33;51;0,85;51,85;7;14;0,50;5;9;0,56;2;5;0,40;1;1;1,00;;;;;;;;17;0;3;3;5;3;2;0;0;2;3;1;17;8;F. Pasa
24-25;12;Championat de France;Exterieur;Defaite;Roche Vendée;Capitaine;Starter;L. Quevedo Canizares(C);32;21;0,35;21,35;4;7;0,57;2;3;0,67;2;4;0,50;0;0;;;;;;;;;10;0;4;4;4;3;1;0;0;4;1;-3;13;9;L. Quevedo Canizares(C)
24-25;12;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;D. Malonga;29;55;0,92;55,92;5;14;0,36;4;11;0,36;1;3;0,33;3;5;0,60;;;;;;;;14;1;7;8;1;1;1;1;1;2;4;9;13;14;D. Malonga
